x,depth,price,x,y,z,class
1.7,60.5,1700,5.71,5.75,1.51,1
1.7,60.4,1700,5.71,5.71,1.51,1
1.9,61.5,1700,6,6.05,1.86,0
1.16,60.8,1700,6.78,6.74,4.08,1
1,60.6,1701,6.14,6.4,1.91,1
1,60.8,1701,6.19,6.44,1.9,1
1.75,60,1701,5.85,5.9,1.59,1
1.11,60,1701,6.4,6.17,1.9,1
1.78,60,1701,5.99,5.96,1.65,0
1.91,61.4,1701,6.08,6.11,1.87,0
1.8,60.1,1701,5.99,6.01,1.68,1
1,60.4,1701,6.15,6.11,1.89,0
1.11,60.1,1701,6.45,6.19,1.87,1
1.11,64.1,1701,6.16,6.15,4.06,1
1.11,60.1,1701,6.5,6.45,1.97,1
1,61,1701,6.11,6.11,1.96,0
1.11,61.4,1701,6.16,6.11,4.01,1
1.11,60.8,1701,6.48,6.45,1.91,1
1.11,61,1701,6.4,6.14,1.95,1
1.11,61,1701,6.44,6.19,1.98,1
1.9,60.1,1704,6.01,6.08,1.74,1
1.71,61,1704,5.79,5.71,1.57,0
1.9,60.6,1705,6.08,6.11,1.81,0
1.9,61.1,1705,6.01,6.1,1.84,0
1.79,60.6,1705,5.94,6.04,1.69,0
1.76,60.9,1706,5.89,5.96,1.6,1
1.7,60.9,1706,5.71,5.78,1.5,1
1.97,60,1707,6.4,6.46,1.86,1
1,60,1707,6.46,6.4,1.86,1
1,57,1707,6.6,6.56,1.76,1
1.75,61,1708,5.8,5.78,1.65,0
1.9,61.6,1708,6.07,6.01,1.88,0
1.9,61.1,1708,6.04,6.1,1.85,0
1.9,64.8,1708,6.04,6.05,1.95,1
1.7,59.1,1708,5.9,5.85,1.48,1
1.14,60.6,1708,6.5,6.46,4,1
1.71,61,1709,5.7,5.74,1.55,0
1.71,60.6,1710,5.79,5.81,1.51,1
1.9,60.1,1710,6.05,6.1,1.78,1
1.8,61.6,1710,5.9,5.98,1.71,1
1.8,61.1,1710,5.91,5.95,1.7,1
1.9,60,1710,6.19,6.17,1.81,1
1.77,60.8,1710,5.84,5.9,1.61,1
1,60,1711,6.18,6.11,1.8,1
1.9,60.5,1711,6.07,6.09,1.77,0
1.71,60.1,1711,5.77,5.79,1.54,1
1.96,61.6,1711,6.08,6.19,1.9,0
1.9,60,1711,6.15,6.19,1.81,0
1.9,60.8,1711,6.11,6.1,1.87,0
1.91,60.9,1711,6.17,6.14,1.84,1
1.11,61.4,1711,6.6,6.54,4,1
1.95,59.5,1714,6.4,6.16,1.8,0
1.7,61.5,1714,5.61,5.7,1.54,0
1.7,60.9,1714,5.67,5.8,1.5,0
1.9,60.6,1714,6.04,6.1,1.8,1
1.9,61,1714,6.01,6.05,1.87,1
1.91,61.8,1714,6.01,6.06,1.91,0
1.15,58,1714,7.01,7.05,4,1
1.9,60.8,1714,6.1,6.11,1.84,1
1.9,61,1714,6.09,6.01,1.79,0
1.91,60.4,1715,6.11,6.17,1.84,1
1.7,61,1715,5.58,5.61,1.51,0
1.7,60.6,1715,5.74,5.7,1.51,0
1.9,64.6,1715,6.09,6.04,1.95,1
1.1,61.1,1716,6.67,6.71,4.14,0
1.9,60.4,1716,6.01,6.06,1.77,1
1,59.6,1716,6.74,6.71,4,1
1.9,61.1,1716,6.01,6.08,1.81,1
1.9,57,1716,6.11,6.18,1.6,1
1.18,61.5,1716,6.51,6.48,4.01,0
1.11,61,1719,6.66,6.7,4.04,0
1.11,58,1719,6.64,6.67,1.86,1
1.97,60.7,1719,6.47,6.4,1.9,1
1,61.1,1710,6.55,6.46,4,1
1.9,60.6,1710,6.11,6.18,1.79,1
1.9,60.4,1710,6.06,6.01,1.74,1
1.9,64.7,1710,6.06,5.99,1.9,1
1.9,65.1,1710,6.08,6.04,1.95,1
1.9,64,1710,6.09,6.06,1.89,1
1.9,60.9,1710,6.15,6.11,1.8,1
1,64.4,1710,6.55,6.5,4.1,1
1.9,60.7,1710,6.16,6.09,1.78,1
1.98,61,1710,6.11,6.19,1.95,1
1,60.6,1711,6.45,6.5,1.99,1
1,59.6,1711,6.55,6.5,1.89,1
1.58,61,1711,5.11,5.17,1.11,1
1.76,61.1,1711,5.8,5.84,1.61,1
1.8,60.8,1711,5.91,5.89,1.65,1
1.19,60.5,1711,6.81,6.79,4.09,1
1.17,60.1,1711,7.05,7,4.11,1
1,61.4,1711,6.44,6.18,4,1
1,61.7,1711,6.18,6.11,1.98,1
1.15,61.8,1711,6.61,6.56,4.1,1
1,64.1,1711,6.14,6.1,4.07,0
1.9,60,1711,6.07,6.16,1.79,1
1,60.8,1711,6.5,6.46,1.94,1
1,60.9,1711,6.45,6.18,1.97,1
1,65.1,1711,6.11,6.09,4.05,1
1,60.1,1711,6.41,6.17,1.91,1
1.9,61.8,1714,6.08,6.01,1.81,0
1.9,61.8,1714,6.05,6.08,1.87,0
1.9,61.1,1714,6,6.06,1.8,0
1.9,61.1,1714,6.05,6,1.84,0
1.9,61.1,1714,6.06,6.11,1.85,1
1.9,61.7,1714,6.01,6.07,1.85,1
1.9,64,1714,6,6.05,1.86,1
1.9,61,1714,6.07,6.01,1.78,0
1.9,61,1714,6,6.05,1.87,0
1.9,61.7,1714,6.09,6.01,1.89,0
1.9,61.7,1714,6.07,6,1.88,0
1.9,61.8,1714,6.01,6.06,1.86,1
1.9,60.9,1714,6.09,6.14,1.85,1
1.9,58.9,1714,6.17,6.16,1.71,1
1.11,61,1714,6.74,6.66,4.06,1
1.5,67.8,1714,7.09,7,4.78,1
1.5,67.5,1714,7.07,7.05,4.8,1
1.71,61.6,1715,5.7,5.76,1.59,1
1.14,60,1715,6.8,6.75,4.06,1
1.15,59.6,1715,6.81,6.78,4.05,1
1.78,61.9,1716,5.85,5.88,1.69,1
1.78,60.6,1716,5.9,5.94,1.65,0
1.9,61,1716,6.08,6,1.84,0
1.8,60.9,1717,5.91,5.96,1.69,1
1,61.9,1717,6.17,6.1,4.05,0
1.7,60.9,1717,5.69,5.71,1.48,1
1.91,61.7,1718,6.1,6.16,1.9,0
1.11,61.1,1718,6.48,6.41,4.01,1
1.7,60.9,1719,5.74,5.79,1.5,0
1,60.5,1719,6.41,6.46,1.96,0
1.19,61.4,1719,6.69,6.56,4.1,0
1,61.1,1740,6.17,6.1,1.97,1
1.75,61,1740,5.79,5.85,1.6,0
1,65,1740,6.09,6,4,1
1.71,61.1,1740,5.71,5.74,1.57,1
1.16,60.1,1740,6.59,6.51,4.01,1
1.9,60,1740,6.08,6.04,1.76,1
1.9,61.8,1740,6.01,6.09,1.9,1
1.9,61.1,1740,6.17,6.05,1.84,1
1.9,61.6,1740,6.07,6.01,1.85,1
1.7,60.9,1740,5.68,5.71,1.51,1
1.58,61.1,1740,5.14,5.16,1.11,1
1.9,61.9,1740,6.04,6.07,1.87,1
1.18,61.1,1741,6.4,6.57,4,1
1.15,61.1,1741,6.41,6.46,4,1
1.87,58.8,1741,6.1,6.16,1.69,1
1.19,61.4,1741,6.59,6.54,4.06,1
1.9,60.6,1741,6.04,6,1.77,0
1.9,61,1741,6.05,6.05,1.84,1
1.11,57.1,1741,6.66,6.61,1.8,1
1.9,64.9,1741,6.01,6.08,1.99,0
1.11,66.4,1741,6.1,6.09,4.05,1
1.91,60.8,1744,6,6.09,1.8,0
1.78,60.7,1744,5.89,5.94,1.65,1
1.91,59.1,1744,6.16,6.18,1.77,1
1.11,61.1,1745,6.18,6.41,4.05,1
1.11,61.1,1745,6.69,6.65,4.05,1
1,59.8,1745,6.7,6.65,1.99,1
1,60.8,1745,6.65,6.6,4,1
1.51,67.7,1745,7.07,7,4.76,1
1.9,61.6,1746,6.04,6.09,1.81,1
1.9,60.4,1746,6.11,6.18,1.78,1
1.71,60.9,1746,5.77,5.81,1.51,1
1.91,61,1746,6.06,6.08,1.89,0
1.11,60.1,1746,6.77,6.66,4,0
1.9,58.1,1746,6.58,6.4,1.77,1
1.9,61.1,1746,6.11,6.04,1.9,1
1.74,60.7,1746,5.85,5.79,1.59,1
1.9,61.1,1746,6.07,6.04,1.81,1
1.9,61.4,1746,6.11,6.08,1.87,1
1.9,58,1747,6.11,6.18,1.68,1
1.9,61.5,1748,6.09,6.01,1.81,0
1.7,60.5,1748,5.78,5.75,1.55,0
1.91,61.6,1749,6.09,6.11,1.89,1
1,61.9,1749,6.15,6.4,4,1
1,60.7,1749,6.14,6.4,1.91,1
1.11,60.9,1749,6.51,6.49,4.01,1
1.61,60.9,1749,5.51,5.57,1.18,1
1.11,66.1,1749,6.15,6.15,4.08,1
1.11,61.7,1749,6.41,6.18,4.01,1
1.11,60,1749,6.49,6.44,1.95,1
1.11,61,1749,6.47,6.4,4,1
1.11,61,1749,6.46,6.4,1.99,1
1.9,61.8,1750,5.99,5.91,1.8,1
1.18,60,1750,6.75,6.69,4.04,1
1.1,60.5,571,4.1,4.16,1.61,1
1.11,60.7,571,4.44,4.47,1.75,1
1.4,61.6,571,4.71,4.76,1.97,0
1.4,61.4,571,4.7,4.75,1.95,0
1.4,61,571,4.75,4.78,1.96,0
1.4,60.8,571,4.74,4.78,1.94,1
1.1,60.4,571,4.44,4.16,1.7,1
1.1,59,571,4.44,4.4,1.6,1
1.1,61.1,571,4.16,4.14,1.7,1
1.1,60,571,4.19,4.15,1.67,1
1.1,61.6,571,4.11,4.11,1.75,1
1.1,61.4,571,4.14,4.11,1.7,1
1.1,60,571,4.15,4.11,1.65,1
1.1,61.7,571,4.18,4.11,1.71,1
1.1,60.5,571,4.4,4.11,1.64,1
1.1,61,571,4.14,4.1,1.71,1
1.1,60.1,574,4.4,4.17,1.64,1
1.1,60.4,574,4.15,4.18,1.68,0
1.1,60.4,574,4.14,4.17,1.67,0
1.14,61.8,574,4.46,4.41,1.79,0
1.14,61.1,574,4.48,4.46,1.81,1
1.14,60,574,4.58,4.55,1.74,1
1.14,60.7,574,4.48,4.44,1.75,1
1.14,61,574,4.47,4.45,1.8,1
1.1,61.6,574,4.14,4.15,1.69,0
1.1,60.6,574,4.18,4.16,1.61,0
1.1,61.8,574,4.1,4.16,1.71,0
1.1,60.4,574,4.15,4.1,1.66,0
1.1,59.8,574,4.17,4.11,1.6,0
1.1,59.7,574,4.19,4.15,1.6,0
1.77,60.9,1750,5.9,5.94,1.66,1
1.95,59.7,1750,6.4,6.45,1.84,1
1.9,65.7,1750,5.96,5.91,1.9,1
1.91,60.8,1750,6.17,6.11,1.86,1
1.9,65.7,1750,6.01,5.99,1.95,1
1,61.9,1750,6.19,6.11,4,0
1.91,64.6,1750,6.01,6.07,1.94,1
1.9,61.8,1750,6.05,6.09,1.87,0
1.15,59.8,1750,7.01,6.96,4.08,1
1.91,60.5,1750,6.16,6.09,1.81,0
1.9,61.1,1750,6.11,6.08,1.86,1
1.9,65.7,1750,6.06,5.94,1.94,1
1.9,61.1,1751,6.08,6,1.86,0
1.9,61.8,1751,6.04,6.01,1.88,0
1.7,60.4,1751,5.71,5.76,1.51,1
1.9,60,1751,6.09,6.11,1.71,0
1,57.9,1751,6.65,6.5,1.8,0
1,60,1751,6.4,6.11,1.89,0
1.16,61,1754,6.45,6.51,4.04,1
1.11,65.5,1754,6.17,6.14,4,1
1.11,61.5,1754,6.47,6.4,4.01,1
1.9,64,1755,6.04,6.07,1.88,1
1.9,61.6,1755,6.01,6.07,1.85,1
1.14,60.7,1755,6.67,6.7,4.01,1
1.11,61,1755,6.15,6.19,4,0
1.11,61.9,1755,6.14,6.4,4,1
1.77,60.8,1755,5.9,5.84,1.61,1
1.9,61.7,1756,6.09,6.16,1.9,0
1.9,61.1,1756,6,6.06,1.85,1
1.8,60.7,1756,5.97,6.01,1.7,1
1,59.5,1756,6.41,6.46,1.81,1
1.86,64.6,1756,5.95,6.04,1.87,0
1.71,60.7,1758,5.77,5.8,1.57,0
1.94,60.4,1758,6.17,6.14,1.84,0
1.6,60.7,1758,5.47,5.41,1.16,1
1.71,60.6,1759,5.76,5.79,1.56,1
1.71,60.5,1759,5.77,5.8,1.56,1
1.71,60.7,1759,5.79,5.87,1.54,1
1.71,60.7,1759,5.75,5.78,1.56,1
1.71,60.4,1759,5.75,5.79,1.54,1
1.71,60,1759,5.77,5.8,1.51,1
1.71,60.1,1759,5.74,5.78,1.54,1
1.71,60.5,1759,5.74,5.77,1.51,1
1.71,60.5,1759,5.81,5.85,1.51,1
1.7,60.1,1760,5.8,5.87,1.51,0
1.79,61,1760,5.89,5.91,1.67,0
1.19,59.4,1760,6.74,6.65,1.98,0
1.74,60.9,1760,5.81,5.85,1.56,1
1,60.5,1760,6.47,6.41,1.9,1
1.71,61,1761,5.71,5.78,1.57,1
1.9,61.7,1761,6.04,6.08,1.86,1
1.14,60.4,1761,6.55,6.6,1.97,1
1.91,61.9,1761,6.08,6.11,1.9,1
1.9,61.9,1761,6.04,6.07,1.87,0
1.9,61.4,1761,6.1,6.04,1.9,0
1.7,60.6,1761,5.69,5.71,1.51,0
1.78,60.9,1761,5.88,5.94,1.66,1
1.91,60.5,1761,6.17,6.11,1.87,1
1.9,60.1,1761,6.16,6.14,1.8,1
1.9,64.7,1761,6.01,6.04,1.9,1
1,64.6,1761,6.11,6.17,4.07,0
1,57.7,1761,6.59,6.55,1.79,0
1,65.1,1761,6.14,6.15,4,1
1,60.1,1761,6.46,6.4,1.88,1
1,60.7,1761,6.45,6.18,1.9,0
1,64,1761,6.14,6.18,4.04,1
1.1,58.6,1761,7,6.96,4.09,1
1.11,60.4,1761,6.69,6.66,4,1
1,60,1761,6.5,6.47,1.9,1
1,69,1761,6,5.94,4.01,0
1,61.1,1761,6.4,6.11,4.01,0
1.9,61.6,1761,6.1,6.06,1.87,0
1.11,64.7,1761,6.75,6.68,4.14,0
1,61.5,1761,6.17,6.1,4.01,0
1.9,61.8,1764,6.09,6.11,1.9,1
1.5,65.6,1765,7.06,7,4.66,1
1.11,65.6,1765,6.1,6.16,4.01,0
1.91,61,1766,6.09,6.1,1.9,1
1.85,61,1766,6.05,6,1.77,0
1,59.6,1767,6.56,6.5,1.89,1
1.76,60.6,1767,5.94,5.85,1.57,0
1,65.6,1767,6,6,1.97,1
1,64,1768,6.15,6.11,4.01,1
1,61,1768,6.14,6.18,4,1
1.96,61.7,1768,6.17,6.14,1.91,1
1.11,60.4,1769,6.41,6.47,1.96,1
1.11,61.4,1769,6.17,6.4,4.05,1
1.11,59.1,1769,6.57,6.54,1.88,1
1,58.7,1769,6.5,6.51,1.81,1
1.9,58,1770,6.14,6.4,1.7,1
1.9,61,1770,6.04,6.06,1.8,1
1.9,60.4,1770,6,6.1,1.78,1
1.9,60.5,1770,6.1,6.11,1.81,1
1,61,1770,6.4,6.45,1.99,1
1.9,60.8,1770,6.11,6.15,1.79,1
1.9,60.5,1770,6.14,6.08,1.81,1
1.11,57.9,1770,6.75,6.68,1.89,1
1.9,61.4,1770,6.08,6,1.89,1
1.9,61,1771,6.01,6.06,1.87,0
1.9,60.7,1771,6.1,6.16,1.85,1
1.9,61.6,1771,6.01,6.08,1.85,0
1.7,60.8,1771,5.7,5.75,1.54,0
1.11,58.9,1771,6.54,6.59,1.87,1
1.7,60.9,1771,5.68,5.71,1.51,0
1.14,61,1774,6.51,6.47,4.01,1
1.14,61,1774,6.51,6.47,4.01,1
1.81,60.8,1774,6,6.01,1.71,1
1.19,58.1,1774,7,7.05,4.05,1
1.9,61.9,1774,6,6.01,1.81,0
1.9,60.6,1774,6.1,6.06,1.75,0
1.9,61.5,1774,6.06,6.09,1.86,0
1.81,61,1774,6.01,6.05,1.74,1
1.81,61,1774,6.01,6.07,1.75,1
1.9,60.1,1774,6.07,6.04,1.77,0
1.9,61.7,1774,6.04,6,1.84,0
1.9,61.8,1774,6.09,6.05,1.87,0
1.8,60,1774,6.01,5.96,1.66,1
1.9,61.7,1774,6.01,6.08,1.81,0
1.81,60.6,1775,6.01,6.05,1.71,0
1.9,61.6,1775,6.04,6.09,1.89,1
1.17,60.8,1775,6.6,6.57,4,1
1.17,60,1775,6.6,6.56,1.95,1
1.9,61.7,1776,6.05,6,1.78,0
1.9,61.5,1776,6.05,6,1.86,0
1.16,60.4,1777,6.57,6.61,4.05,1
1.71,61.4,1777,5.7,5.79,1.59,0
1,60.1,1777,6.4,6.15,1.9,1
1.7,61.7,1779,5.71,5.61,1.56,0
1.9,61.7,1780,6,6.01,1.84,1
1.9,61.9,1780,6.08,6.01,1.84,1
1.9,60.1,1780,6.08,6.01,1.74,1
1.71,61,1780,5.71,5.79,1.57,0
1.14,61,1780,6.19,6.11,4,1
1.14,58.1,1780,6.67,6.61,1.88,1
1,61.8,1780,6.14,6.17,4.01,1
1.14,60.1,1780,6.6,6.55,1.96,0
1,61.8,1780,6.17,6.17,1.97,1
1,64.7,1780,6.15,6.1,4.09,1
1,61.5,1780,6.18,6.1,1.96,1
1.9,60.1,1780,6.17,6.11,1.77,0
1.9,59.8,1780,6.1,6.07,1.7,1
1.71,60.9,1780,5.81,5.77,1.51,1
1,60.8,1780,6.44,6.19,1.9,1
1,60.6,1780,6.4,6.14,1.91,1
1.9,61.7,1780,6.06,6.09,1.84,1
1.14,65.8,1780,6.11,6.15,4.01,1
1.5,61.4,1780,7.17,7.09,4.54,1
1.81,60.4,1780,6,6.05,1.7,1
1.9,61.1,1780,6.11,6.04,1.85,1
1.9,61.8,1780,6.09,6.04,1.87,1
1.1,60.7,1781,6.85,6.79,4.1,1
1,61.1,1781,6.19,6.11,1.96,1
1,61.8,1781,6.4,6.14,4,1
1.17,60.6,1781,6.57,6.59,4.05,1
1.71,60,1781,5.81,5.86,1.56,0
1.69,60.6,1784,5.69,5.7,1.5,1
1.71,61.1,1785,5.77,5.79,1.6,1
1.91,59.6,1785,6.18,6.14,1.76,1
1.11,60.7,1786,6.54,6.57,1.98,1
1.11,61.6,1786,6.17,6.4,4.06,1
1.77,60.7,1786,5.89,5.9,1.64,0
1.14,60.5,1786,6.55,6.5,1.95,1
1.77,59.6,1787,6,6.01,1.59,1
1.9,61.1,1787,6.05,6,1.84,0
1.9,61.4,1787,6,6.07,1.81,1
1.16,61,1787,6.74,6.61,4.05,1
1.85,60,1787,6.07,6.08,1.7,0
1.9,61.6,1787,6,6.06,1.78,1
1.11,65.1,1787,6.11,6.11,4,0
1.91,61.7,1787,6.01,6.08,1.89,1
1.91,61,1787,6.16,6.1,1.87,1
1.91,60.8,1787,6.11,6.09,1.84,1
1.7,60.1,1788,5.69,5.75,1.5,1
1,61.7,1788,6.15,6.4,4,1
1.11,60.6,1788,6.9,6.88,4.15,0
1,61.7,1789,6.1,6.16,1.97,1
1,60.7,1789,6.11,6.16,1.9,1
1.9,64,1789,6.06,6,1.9,1
1,61,1790,6.19,6.14,4,1
1,60.7,1790,6.51,6.49,1.95,1
1,60.1,1790,6.49,6.44,1.9,1
1,60.9,1790,6.41,6.17,1.96,1
1.14,61,1790,6.79,6.74,4.17,1
1.59,61.1,1790,5.16,5.19,1.15,1
1,59.1,1791,6.51,6.61,1.89,1
1,60.4,1791,6.11,6.18,1.9,1
1.9,61.9,1791,6,5.97,1.81,0
1.14,61.4,1791,6.7,6.61,4.06,1
1,61.7,1791,6.41,6.44,4.01,1
1.8,60.1,1791,6,5.98,1.67,1
1.19,60.1,1794,6.81,6.91,4.05,1
1.11,60.9,1794,6.59,6.65,4.01,0
1.9,61.1,1794,6.06,6.09,1.85,1
1.81,60.4,1795,6.06,6.09,1.67,0
1.71,60.7,1795,5.71,5.77,1.55,1
1.1,61.1,1795,6.71,6.67,4.14,0
1.11,61.7,1795,6.41,6.15,4.07,1
1.9,61.9,1795,6.01,6.08,1.9,0
1,61.7,1796,6.11,6.41,4,0
1.11,59.1,1796,6.56,6.61,1.9,1
1.9,64,1796,6.06,6.09,1.89,1
1.79,61,1796,5.88,5.84,1.7,0
1.9,60.9,1796,6.09,6.14,1.85,1
1.71,60.1,1797,5.79,5.84,1.56,1
1.71,60.4,1797,5.8,5.81,1.57,1
1.11,60.4,1797,6.78,6.7,4.07,1
1.11,61,1797,6.7,6.66,4.04,0
1.71,60.5,1798,5.81,5.85,1.51,0
1.79,58.8,1798,6.01,6.08,1.56,1
1.9,61.5,1798,6.01,6.06,1.84,1
1.81,60.5,1798,6,6.05,1.7,1
1.9,60.9,1798,6.1,6.14,1.79,1
1.9,59.5,1798,6.1,6.11,1.7,1
1.7,61.1,1799,5.65,5.7,1.54,1
1,64,1799,6.15,6.16,4.04,1
1.7,60.9,1799,5.66,5.71,1.51,1
1,61.1,1799,6.1,6.15,1.97,1
1.16,60.4,1799,6.64,6.58,1.99,1
1.91,60.6,1800,6.18,6.11,1.81,1
1.16,61.4,1800,6.76,6.69,4.1,1
1.9,61.1,1800,6.1,6.14,1.87,0
1.9,61.1,1800,6.07,6.01,1.81,0
1.78,61.1,1800,5.87,5.8,1.69,1
1.9,61.8,1800,6.01,6.05,1.88,0
1,60.4,1800,6.51,6.49,1.91,0
1.9,64,1800,6.04,6.08,1.88,0
1,59.5,1800,6.59,6.51,1.9,0
1.7,61,1800,5.7,5.71,1.55,1
1,61.4,1800,6.18,6.11,4,1
1,60,1800,6.48,6.18,1.86,0
1,60.6,1800,6.5,6.45,1.99,1
1,64.9,1800,6.19,6.1,4.07,1
1,60.8,1800,6.15,6.19,1.9,0
1,61.4,1800,6.41,6.14,4.05,0
1.11,65.5,1801,6.09,6.14,4.07,1
1.91,60.7,1801,6.15,6.1,1.84,0
1.97,60.6,1801,6.19,6.16,1.91,1
1.9,60.8,1801,6.01,6.04,1.79,1
1.9,59.9,1801,6.11,6.17,1.77,1
1.9,58.9,1801,6.1,6.16,1.7,1
1.85,60.1,1801,6.04,6.09,1.68,0
1.9,60,1804,6.18,6.14,1.76,0
1.9,61,1804,6.15,6.09,1.86,0
1.74,60,1804,5.84,5.9,1.59,1
1.74,61,1804,5.81,5.8,1.6,0
1,61.5,1804,6.54,6.49,4.07,0
1.9,60.1,1805,6.14,6.1,1.8,1
1.9,61.7,1805,6.08,6.11,1.89,0
1.18,61.7,1805,6.57,6.51,4,1
1.9,61.1,1806,6.05,6.17,1.84,1
1.9,60,1806,6.04,6.08,1.76,1
1.9,61.8,1806,6.09,6.01,1.9,1
1.79,60,1806,6,6.01,1.67,1
1.9,65.7,1806,6.01,5.97,1.94,0
1.11,61.4,1807,6.41,6.18,4,1
1.6,61.5,1807,5.16,5.19,1.11,1
1.7,61,1808,5.66,5.7,1.58,0
1,60.8,1808,6.44,6.4,1.97,0
1.9,61.6,1808,6.01,6.1,1.86,0
1,58.5,1808,6.56,6.54,1.81,1
1.96,60.6,1808,6.47,6.4,1.9,1
1.84,59.1,1809,6.08,6.1,1.67,1
1.14,61.5,1800,6.17,6.41,4.06,1
1.81,60.7,1800,6,6.06,1.71,1
1.9,60.6,1800,6.04,6,1.77,1
1.18,61.1,1800,6.57,6.4,4,1
1.9,61.8,1800,6.07,6.01,1.86,1
1.9,60.1,1800,6.1,6.04,1.78,1
1.9,61,1800,6.04,6.05,1.84,1
1,60.9,1800,6.41,6.47,1.91,1
1.78,60.9,1800,5.89,5.9,1.65,1
1.11,61.1,1800,6.18,6.11,1.99,1
1.9,61.1,1801,6.04,6.07,1.81,1
1.9,61.4,1801,6.08,6.11,1.87,1
1.74,60.1,1801,5.8,5.84,1.57,1
1.51,61.1,1801,5.07,5.09,1.11,1
1.91,60.8,1801,6.1,6.14,1.8,1
1.9,61,1801,6.1,6.04,1.81,1
1.9,61.4,1801,6.01,6.04,1.8,1
1.9,60.4,1801,6.14,6.11,1.76,1
1.91,61.8,1801,6.1,6.05,1.94,1
1.8,60.5,1801,6,6.01,1.64,1
1.74,60.7,1801,5.79,5.85,1.59,1
1.71,57.4,1801,5.99,5.95,1.41,0
1.15,61.1,1806,6.44,6.5,4.01,0
1.18,60.5,1806,6.71,6.88,4.09,1
1.91,60.8,1806,6.11,6.17,1.86,1
1.84,61.9,1806,5.91,6.01,1.76,1
1.15,65.4,1806,6.1,6.14,4,1
1.71,60.1,1806,5.78,5.8,1.55,1
1.9,64,1806,6.04,6.08,1.88,0
1.9,61.1,1806,6.08,6,1.78,0
1,58.7,1806,6.51,6.56,1.84,0
1,59.8,1806,6.41,6.48,1.86,0
1.9,61.1,1806,6.07,6.01,1.81,0
1.9,64.7,1806,6,6.07,1.94,1
1.75,60.4,1807,5.9,5.96,1.58,0
1.91,60.5,1807,6.09,6.16,1.81,0
1.79,60.1,1808,5.95,6,1.66,1
1.9,61.1,1808,6.08,6,1.85,1
1.1,61.1,574,4.14,4.1,1.67,1
1.1,61,574,4.16,4.15,1.68,1
1.1,60.8,574,4.11,4.19,1.66,1
1.1,60.1,574,4.1,4.18,1.61,1
1.1,61.7,574,4.17,4.11,1.66,0
1.14,60.7,574,4.47,4.4,1.74,1
1.14,61.7,574,4.48,4.41,1.84,1
1.14,60.1,574,4.49,4.45,1.74,1
1.14,60.8,574,4.5,4.46,1.77,1
1.14,60.1,574,4.55,4.51,1.71,1
1.14,59.1,574,4.58,4.57,1.7,1
1.14,61.7,574,4.41,4.4,1.77,1
1.14,61.8,574,4.47,4.45,1.8,0
1.14,61.5,574,4.48,4.44,1.81,1
1.14,60,574,4.55,4.5,1.71,1
1.14,60,574,4.55,4.54,1.71,1
1.1,58.8,574,4.19,4.15,1.57,0
1.1,60,574,4.17,4.15,1.61,0
1.1,61.8,574,4.11,4.18,1.7,0
1.1,59.5,574,4.11,4.19,1.56,0
1.1,60,574,4.14,4.1,1.64,0
1.1,61.9,574,4.18,4.14,1.68,0
1.1,60.9,574,4.11,4.19,1.61,1
1.1,61.1,574,4.11,4.19,1.68,1
1.1,60,574,4.15,4.11,1.65,1
1.1,60.1,574,4.15,4.11,1.6,1
1.1,61,574,4.11,4.1,1.68,1
1.1,61.4,574,4.1,4.18,1.68,1
1.1,60.4,574,4.1,4.16,1.61,1
1.1,61.1,574,4.1,4.16,1.7,1
1,61.9,1808,6.4,6.15,4,1
1,61.6,1808,6.41,6.18,4,1
1,61.6,1808,6.41,6.18,4,1
1,61,1808,6.19,6.15,4.01,1
1.95,61.9,1808,6.14,6.09,1.9,1
1,60.7,1808,6.4,6.14,1.91,1
1,61.7,1809,6.17,6.11,4,0
1,64.8,1809,6.15,6.18,4.09,1
1,59.8,1809,6.5,6.48,1.88,1
1,61.9,1809,6.11,6.16,4.01,1
1.9,61.6,1810,6.04,6.07,1.86,1
1.9,61.8,1810,6,6.05,1.85,0
1.51,60.7,1810,7.41,7.14,4.56,0
1.76,60.9,1810,5.88,5.84,1.61,1
1.85,60.9,1810,6.07,6.04,1.78,1
1.11,61.1,1811,6.4,6.18,4,0
1.75,61.4,1811,5.88,5.75,1.61,1
1.15,61.7,1811,6.58,6.49,4.09,1
1.15,61,1811,6.47,6.41,4.06,1
1.15,61.9,1811,6.44,6.17,4.09,1
1.9,61.5,1811,6.1,6.05,1.86,1
1.15,60.4,1811,6.6,6.58,1.98,1
1,61.1,1811,6.19,6.11,1.99,1
1,61.6,1811,6.14,6.41,4,1
1.91,61.1,1811,6.08,6.01,1.89,1
1.16,61,1811,6.51,6.45,4.04,1
1.11,61,1814,6.19,6.15,4,0
1.14,60.7,1814,6.7,6.67,4.01,1
1.94,60.4,1815,6.14,6.17,1.84,0
1.18,61.7,1815,6.61,6.57,4.04,0
1.9,60.1,1816,6.1,6.14,1.8,1
1,61,1817,6.18,6.15,1.98,1
1.79,61.1,1817,5.9,5.97,1.69,0
1.79,61.1,1817,5.95,6,1.71,0
1.51,59.8,1817,5.11,5.18,1.04,1
1.77,60,1817,5.91,5.94,1.61,0
1.15,60,1818,6.58,6.66,1.98,0
1.9,59.1,1818,6.18,6.11,1.74,1
1.86,60.8,1818,6,6.01,1.78,0
1.91,59.5,1818,6.17,6.11,1.78,1
1.77,61.8,1819,5.84,5.78,1.65,0
